nombre;nif;email;telefono;direccion;provincia
ANGEL ARRIBAS RINCON;;;914602357;LA VIA, 4, 00495;MADRID, ESPAÑA
ÁNGEL DEL CASTILLO MARTIN, S.L.U.;;adelcastillomartin@gmail.com;000292224;CM 4013, KM. 23,500, 01421;PULGAR, ESPAÑA
ANGEL JOSE TABASCO RODRIGUEZ;;;000640408;SAN CRISTOBAL, 1, 01517;VILLARTA DE SAN JUAN, ESPAÑA
ANGEL LUIS LOPEZ-REY LUMBRERAS;;;000000000;ARROYO BAJO, 4, 01456;POLAN, ESPAÑA
ANGEL LUIS MENA MACIAS;;;000353529;TRASTAMARA, 4, 01579;MONTIEL, ESPAÑA
ANGEL PRIETO PLAZA;;;000000000;CAMINO DEL MONTE, 21, 00757;VALDEOLMOS, ESPAÑA
ANGEL RODRIGUEZ DURANGO CTNES., S.L.;;;000461066;SAN RAFAEL, 01444;MADRIDEJOS, ESPAÑA
ANGEL RODRIGUEZ VILA;;;000000000;DR. MIGUEL AGUADO, 4, 00708;FUENLABRADA, ESPAÑA
ANGEL ROLDAN ESTARAS;;;000000000;PANADERO, 6, 02888;MORATA DE TAJUÑA, ESPAÑA
ANGEL SANCHEZ BERMUDEZ;;;000190360;PARAJE LOS ELIAS- AP. CORREOS Nº 216, 01158;LA GRAJUELA-SAN JAVIER, ESPAÑA
ANGEL SIMON GOMEZ, S.L.;;;000000000;CORREDERA, 10, 01511;SAN MARTIN DE VALDEIGLESIAS, ESPAÑA
ANGEL VICENTE VILLORIA, S.L.;;;000510760;LOS EGIDOS, 2, 02544;LA VIDOLA, ESPAÑA
ANGEL Y EMILIO SANCHEZ, S.L.;;;000447461;AVDA. ADOLFO SUAREZ, 8, 02189;LOBON, ESPAÑA
ANJA URBANA, S.L.;;;918141314;URB. NUEVO GRIÑON, 6 BAJO, 00895;GRIÑO, ESPAÑA
ANNA KOPER;;;000000000;FUENTE VIEJA , 6  PORTAL 7  2ºB, 02582;PARLA, ESPAÑA
ANSELMO MARCOS MARTINEZ;;;000000000;AV. PUENTE DE HIERRO, 123, 00459;CARRIZO DE LA RIBERA, ESPAÑA
ANTILIA ESTRATEGICA DE VALORES, S.L.;;;000000000;NUÑEZ DE BALBOA, 35  5ª PLANTA, 02837;MADRID, ESPAÑA
ANTONIA MORENO ORTEGA;;Antoniamore@outlook.es;000000000;GALICIA, 6, 02839;GETAFE, ESPAÑA
ANTONIO AGRAZ FUENTENEBRO;;;007115774;FUENTE SAUCO, 38, 00810;MADRID, ESPAÑA
ANTONIO ATOCHERO BORJA;;;926-647680;COMERCIO, 11, 00300;MANZANARES, ESPAÑA
ANTONIO BOLUDA TERUEL;;;914076762;EMILIO GASTESI FERNANDEZ, 26, 00632;MADRID, ESPAÑA
ANTONIO BUENDIA LEYVA;;azulejos@azulejosleyva.es;000663199;COLMENAR, S/N, 02248;GUADIX, ESPAÑA
ANTONIO CARRASCO AROCA;;;967-496564;CTRA. VILLAGARCIA, KM. 0,300, 00391;QUINTANAR DEL REY, ESPAÑA
ANTONIO CERDÁ, S.L.;;;000000000;JUAN XXIII, 2, 02465;BENIFAYO, ESPAÑA
ANTONIO DIONISIO SANCHEZ MUÑOZ;;;000241704;ENRIQUE TIERNO GALVÁN, 45, 01762;MIGUELTURRA, ESPAÑA
ANTONIO FLORES SEGOVIA;;;000330254;MANUEL QUERO, 00345;MORAL DE CALATRAVA, ESPAÑA
ANTONIO GARCIA DEL VALLE;;;000000000;LOS ALAMOS, 6, 01099;VENTURADA, ESPAÑA
ANTONIO HERNANDEZ E HIJOS, C.B.;;;918652187;MATADERO, 1, 00532;CHAPINERIA, ESPAÑA
ANTONIO HIERRO CURADO;;;629529342;AVDA. DE FATIMA, 3, 00164;CORDOBILLA DE LACARA, ESPAÑA
ANTONIO JESUS RODRIGUEZ PINEDA;;ajrpin@gmail.com;;ALMIRANTE ARGANDOÑA, 5 B, 1º A, 02706;SEVILLA, ESPAÑA
ANTONIO JIMENEZ RIVERA;;;91-6331068;ALAMO, 2  2º, 00560;BOADILLA DEL MONTE, ESPAÑA
ANTONIO JULIAN FLORES MAYORAL;;;000631345;VICENTE ALEIXANDRE, 00184;TALARRUBIAS, ESPAÑA
ANTONIO LOPEZ AGUILAR, S.L.;;;925537247;CERVANTES, 4, 01243;YUNCOS, ESPAÑA
ANTONIO LOPEZ PICAZO;;;627526185;LOS REMEDIOS, 20, 00024;BALAZOTE, ESPAÑA
ANTONIO MARINA GONZALEZ;;;000000000;LILA, 02021;TORRELAGUNA( MADRID), ESPAÑA
ANTONIO MARROQUIN SANCHEZ;;;000000000;LA OCA, 8, 01544;MENTRIDA, ESPAÑA
ANTONIO MONTERO VIVAR, S.A.;;;000000000;PARIS (PORTAL 1), 2 2º, 00638;POZUELO DE ALARCON, ESPAÑA
ANTONIO NOGALES PEREZ;;;000000000;CTRA. DE PEÑAGRANDE, 50, 00651;MADRID, ESPAÑA
ANTONIO ORTEGA COBO;;;005250903;MATILDE HERNANDEZ, 51, 00510;MADRID, ESPAÑA
ANTONIO PEDRAJAS GARCIA;;;000131017;VIRGEN DE LA LUNA, 31, 02724;POZOBLANCO, ESPAÑA
ANTONIO PEÑA LOPEZ;;;927-578186;CTRA. DE PIORNAL, 10, 00207;GARGANTA LA OLLA, ESPAÑA
ANTONIO PERAL ALCALDE;;;000297129;GENERALISIMO, 36, 01534;SAN JUAN DE LA NAVA, ESPAÑA
ANTONIO PLAZA E HIJOS, S.L.;;;918622125;CTRA. CADALSO, KM. 27.900, 00545;VILLA DEL PRADO, ESPAÑA
ANTONIO PUÑAL PRIETO;;;607453943;CALLEJON DE SEVERO, Nº, 01279;BARGAS, ESPAÑA
ANTONIO RICO MESA;;medinaricoantonio@hotmail.com;000512255;ENCINA, 5, 02151;ILLESCAS, ESPAÑA
ANTONIO RIOS SIERRA;;;000000000;LOPEZ DE AYALA, 69, 00153;NAVALVILLAR DE PELA, ESPAÑA
ANTONIO RUFO LOZANO;;antoniorufopalomaresdelrio@hotmail.com;005764887;VIRGEN DEL AMPARO, 20, 01884;PALOMARES DEL RIO, ESPAÑA
ANTONIO SANCHEZ CHICO;;;927555317;INGENIO, 11, 00276;CARRASCALEJO, ESPAÑA
ANTONIO SANCHEZ PULIDO;;;000000000;JOAQUIN RODRIGO, 4  -2ºD, 01008;GUADARRAMA, ESPAÑA
ANTONIO SANTOJA BLASCO;;;916300273;AVDA. DE LOS PEÑASCALES, 3, 00517;LAS MATAS, ESPAÑA
ANTONIO SILVA RODRIGUEZ;;;91-6914096;SANTO DOMINGO DE SILOS, 7, 00635;PINTO, ESPAÑA
ANTONIO TRENADO ZAMORANO;;;000710482;ESTANISLAO CABANILLAS, 36, 00360;ALMADEN, ESPAÑA
ANTONIO VALLEJO, S.L.;;;000570050;SN RAMON, 23, 01925;CHURRIANA DE LA VEGA, ESPAÑA
ANTONIO Y MANUEL RUZ CORDOBA, C.B.;;;957650695;AVDA. ITALIA, 14, 00367;MONTILLA, ESPAÑA
ANTORAN DIAZ, S.L.;;;000170289;BARRANQUILLO, 24, 01794;ESCATRON, ESPAÑA
ANZA PROYECTOS, S.L.;;lorenzo.penya@asentis.es;006948479;DE FUENLABRADA, 61  2º, 01745;LEGANES, ESPAÑA
AÑIL SERVICIOS INGENIERIA Y OBRAS S.A.;;;000210777;TORRE DE COMARES, 1 BIS, 02747;GRANADA, ESPAÑA
AOS KONSTRUKSION;;akonstruksion@yahoo.com;692098036;PALLATI NR. 5, SHKALLA NR. 2, 02871;TIRANA, ALBANIA
APLICACIONES SOTIL, S.L.;;;915040678;PEÑASCALES, 5 - BAJ, 00644;MADRID, ESPAÑA
ARABAKO LANKETA, S.L.U.;;aralan@sea.es;000132891;BOULEVARD DE MARITURRI, 42, BAJO, 02054;VITORIA, ESPAÑA
ARAGONESA DE MATERIALES DE CONSTRUCCION, S.L.;;aragonesademateriales@gmail.com;597794 ALMACEN;DE MADRID, 48-52, 02452;ZARAGOZA, ESPAÑA
ARANEA ARQUITECTURA, S.L.;;INFO@ARANEAARQUITECTURA.ES;000895098;PLAZA ESPAÑA, 02745;LEGANES, ESPAÑA
ARANSA CONSTRUCCION Y OBRA CIVIL, S.A.U.;;;000271213;VARA DE REY, 5, 1ª, 02873;LOGROÑO, ESPAÑA
ARCOLINEAS URBANAS, S.A.;;;000000000;FERMIN GONZALO MORON, 15, 03061;SOLLANA, ESPAÑA
ARDISAN, S.L.;;ardisan@ardisan.net;008984611;UMBRIA, 7, 00860;VALDEMAQUEDA, ESPAÑA
ARDITURRI BIDANIA, S.L.;;maria@grupobidania.com;000848181;ASTIGARRAGA BIDEA, 2 PLANTA 5ª-5ºA, 02160;OIARTZUN, ESPAÑA
AREA DISEÑOS OBRAS Y SERVICIOS, S.L.;;franciscodepablo@dydconsultor.com;008156687;CHILE, 10, OFICINA 233, 02295;LAS ROZAS, ESPAÑA
ARENAMA, S.L.;;;91-6848109;AV. LOS ROSALES, 52, 00867;MADRID, ESPAÑA
ARENAS Y GRAVAS VALERA, S.L.;;;000203650;OLMEDA, 32, 01863;VALERA DE ABAJO, ESPAÑA
ARI 17 d.o.o.;;alex.tsche@googlemailcom;000000000;ZIDOVSKA STEZA, 3, 02739;LJUBLJANA, ESLOVENIA
ARIAS NADELA, S.L.;;;982221254;TOLDA DE CASTILLA, S/N, 00471;LUGO, ESPAÑA
ARIDOS CURTO, S.L.;;;000890444;CORTES DE ARAGON, 6, 02199;VALDERROBRES, ESPAÑA
ARIDOS DEL GUADARRAMA, S.L.;;;000000000;DEL ALAMO, 4 LOCAL A, 00732;BOADILLA DEL MONTE, ESPAÑA
ARIDOS LEGANES, S.L.;;;000000000;AVENA, 34, 00641;LEGANES, ESPAÑA
ARIDOS Y ESC. ARRIBAS NIETO, S.L.;;aridosarribasnieto@hotmail.es;000443700;P.I. EL SALVADOR*AVDA. 5ª,  PLA. 39, 02275;LA RODA, ESPAÑA
ARIDOS Y EXC. ARIXTRANS, S.L.;;;902431347;CASTILLA LA MANCHA, 86, 2ºB, 01462;ILLESCAS, ESPAÑA
ARIDOS Y EXC. CARMELO LOBERA, S.L.;;david@carmelolobera.com;000730477;ZARAGOZA, 2 - BARRIO DE JUSLIBOL, 02246;ZARAGOZA, ESPAÑA
ARIDOS Y EXCAVACIONES SANCHEZ, S.L.;;aridosyexc.sanchez@hotmail.com;008540149;JOAQUIN RODRIGO, 4, 01876;GUADARRAMA, ESPAÑA
ARIDOS Y MATERIALES 2012, S.L.;;;001260510;DE LOS PLANETAS, 46, 7º A, 02076;PARLA, ESPAÑA
ARIGOM SEGOVIANOS, S.L.;;;000000000;VICENTE ALEIXANDRE, 19 - 1ºA, 02853;SEGOVIA, ESPAÑA
ARIZA MARIN, S.L.;;;925145843;RONDA DE VILLACAÑAS, S/, 01344;TEMBLEQUE, ESPAÑA
ARJOMI FERNANDEZ, S.L.;;;000000000;RIO MARCHEZ, PLA. 42, 02581;TOLEDO, ESPAÑA
ARPADA, S.A.;;correo@arpada.net;6439243*4117;EBANISTAS, 4**POL. IND. URTINSA, 01759;ALCORCON, ESPAÑA
ARQUIEM PROYECTOS Y CONSTRUCCIONES, S.L.;;administracion@arquiem.es;000221285;PAMPLONA, 2 ENTRESUELO IZQ. OF. 1, 02657;ZARAGOZA, ESPAÑA
ARQUITECTURA Y CONCRETO, S.A.S.;;;000000000;3 SUR-43A-52 OF 1801, 02332;ANTIOQUIA MEDELLIN, COLOMBIA
ARRIBAS E HIJOS, S.L.;;;91-8140497;OLIVOS, 1, 00817;GRIÑON, ESPAÑA
ARTESANOS PEÑAS NEGRAS DE MORA, S.L;;;925-300780;ANCHA, 50, 01308;MORA DE TOLEDO, ESPAÑA
ASCENDUM MAQUINARIA, S.A.U.;;;006559340;CASTILLA, 2 ED. MUNICH 3ª P.E SAN FERNAN, 02886;SAN FERNANDO DE HENARES, ESPAÑA
ASCH INFRAESTRUCTURAS Y SERVICIOS, S.A.;;;000000000;ARZOBISPO SIMON LOPEZ, 2, PLANTA 4 E, 02967;MURCIA, ESPAÑA
ASENTIS PLUS, S.L.;;;000000000;EUROPA, 26, 03046;POZUELO DE ALARCON, ESPAÑA
ASER SABRIDO FERREIRA;;;000863097;COMANDANTE BARRON, 10, 01260;EL CASAR DE ESCALONA, ESPAÑA
ASESORIA INMOBILIARIA LEGANES, S.L.;;;006932814;NTRA. SRA. DE LOS ANGELES, 4, 01727;LEGANES, ESPAÑA
ASHBURY - HAIGHT, S.L.;;;003768710;JESUS APRENDIZ, 00982;MADRID, ESPAÑA
ASPICA CONSTRUCTORA, S.A.;;tanial@aspica.es;000338733;SANTIAGO, 20, 1º- APDO. 215, 01600;VALLADOLID, ESPAÑA
ASSIGNIA INFRAESTRUCTURAS, S.A.;;salonsod@assignia.com;002061899;MILANESAT, 6, 02050;BARCELONA, ESPAÑA
ATASINC, S.L.;;;005521254;ESCULTOR PERESEJO, 24, 01820;ALCOY, ESPAÑA
ATG DESARROLLOS 2021, S.L.;;tecnico3@atgdesarrollos.es;002048808;PASEO DE LA INDUSTRIA, 12, 02851;CANALS, ESPAÑA
ATICOS MARINES 46, S.L.;;info@almacenesbenamiel.es;002576206;VICENTE ALEIXANDRE, 26, 01805;ARROYO DE LA MIEL, ESPAÑA
ATOCHERO PALOMO, S.L.;;;000610621;COMERCIO, 00341;MANZANARES, ESPAÑA
ATON, S.L.;;;002354282;ORENSE, 00953;MADRID, ESPAÑA
AUGUSTO ALVES JANEIRO;;;000000000;AVDA. PILAR MIRO, 65  1ºA, 02744;RIVAS VACIAMADRID, ESPAÑA
AURELIO MADRIGAL FERNANDEZ;;;91-8172544;VIRGEN DE LA SALUD, 1, 01296;CASARRUBIOS DEL MONTE, ESPAÑA
AURIMAR PROYECTOS, S.L.;;;000000000;MAYOR, 13, 02783;BARQUEROS, ESPAÑA
AUROBEL PROYECTOS Y OBRAS, S.L.;;;006169870;PUERTO SOMOSIERRA, 29, NAVE 28, 01602;MOSTOLES, ESPAÑA
AUTECAR, S.L.;;;000544294;CUESTA DE LA REINA-SERRANILLOS,KM.26,8, 02014;UGENA, ESPAÑA
AUTOHERMANNSTADR, S.L.;;;000000000;HERREROS, 23 B P. IND. PRADO LARGO, 02279;CAMARENA, ESPAÑA
AUTOMATISMOS ARAIPIASA, S.L.;;arturo@araipiasa.es;008054849;LA POBLA, 223 NAVE 5, 02304;VILANOVA DEL CAMI, ESPAÑA
AUTOMOCION VILAMARXANT, S.L.;;;000000000;POL. IND. ENCHILAGAR DEL RULLO, SECT. 2, 02111;VILAMARXANT, ESPAÑA
AUTOMOVILES CENTRO, S.A.;;;000000000;DE MADRID, 59, 02094;LA PUEBLA DE MONTALBAN, ESPAÑA
AUTOMOVILES VALLEJO, S.A.;;;925-803335;CTRA. NV, KM. 125,800, 01332;TALAVERA DE LA REINA, ESPAÑA
AVANGATE BV DBA 2CHECKOUT;;;000000000;DE CUSERSTRAAT 93, 2ND FLOOR, 207-208 OF, 02578;AL AMSTERDAM, HOLANDA
AVANTE CONSTRUCCION INFR. Y SERVICIOS S.L.U.;;;005030993;DOCTOR FLEMING, 5 AC, 02297;ELCHE, ESPAÑA
AVANZA SOLUTIONS & PROYECTS, S.L.;;proveedores@avanzasp.com;902 656 819;ANDALUCIA, 270, 02859;DOS HERMANAS, ESPAÑA
AVANZASI, S.L.;;;000000000;DE LA INNOVACIÓN. POL. GEOLIT, 03017;MENGIBAR, ESPAÑA
AVELINO BENITEZ AUNION;;;924342404;GARCIA LORCA, 27, 00180;ARROYO DE SAN SERVAN, ESPAÑA
AVG GESTION PROYECTOS, SLU(HOGARES BIOCLIMATICOS);;;004365182;VELAZQUEZ, 10  1ªPLANTA, 02904;MADRID, ESPAÑA
AVG GESTION Y PROYECTOS, S.L.;;info@hogaresbioclimaticos.com;000000000;VELAZQUEZ, 53, 2ª PLANTA, 02852;MADRID, ESPAÑA
AVIA CONSTRUCCIONES Y PROYECTOS, S.L.;;;000000000;EUSEBIO SEMPERE. 5, ESC. 4, 02971;ALICANTE, ESPAÑA
AVINTIA PROYECTOS Y CONSTRUCCIONES, S.L.;;smelero@avintia.es;005122711;EMISORA, 20, 01902;POZUELO DE ALARCON, ESPAÑA
AXIAL PROYECTOS Y CTNES. AXIAL, S.L.;;compras@axialproyectos.com;000562331;CAMINO REAL DE LOS NEVEROS, 30, 02533;GRANADA, ESPAÑA
AXPO IBERIA, S.L.;;;000000000;DE LA CASTELLANA, 95 - PLANTA 20, 02620;MADRID, ESPAÑA
AYUNTAMIENTO DE YELES;;;925-545002;PLAZA DEL CAUDILLO, 1, 01315;YELES, ESPAÑA
AZ. D. ROSA, S.L.;;azulejosrosa@hotmail.es;006848484;VALLE DE TOBALINA, 3*POL. IND. MARCONI, 02232;MADRID, ESPAÑA
AZ. GALVEZ, S.L.;;;000000000;CTRA. NAVALPINO, KM.27, 01281;GALVEZ, ESPAÑA
AZ. GARCIA ARISCO, S.L.;;;666506999;TOLEDO, 40, 01384;MORA, ESPAÑA
AZ. GASCON, S.A.;;;913041178;PASTORES, 2, 00803;MADRID, ESPAÑA
AZ. HERMIDA, S.L.;;;916982782;CARDENAL CISNEROS, 3 BAJO, 00493;PARLA, ESPAÑA
AZ. HERRERO GILSANZ, S.L.;;;916464750;REGORDOÑO, 18**POL. REGORDOÐ, 00826;MOSTOLES, ESPAÑA
AZ. HNOS. HERRERO, S.L.;;;006884644;ESTEBAN TERRADAS, 1, 00827;LEGANES, ESPAÑA
AZ. HUMANES, S.L.;;;006048852;CTRA. FUENLABRADA-HUMANES, KM. 1.2, 00490;HUMANES, ESPAÑA
AZ. JAVIER FERNANDEZ, S.L.;;;916903328;NAZARET, 12, 00498;FUENLABRADA, ESPAÑA
AZ. OESTE, S.A.;;;006459555;JUAN DE LA CIERVA, 84, 00717;MOSTOLES, ESPAÑA
AZ. Y PAV. ALONSO, C.B.;;azulejosalonso@hotmail.com;916971594;AVD. DE LAS PROVINCIAS, 14, 00878;FUENLABRADA, ESPAÑA
AZ. Y PAV. ENRIQUE SEGOVIA, S.L.;;;91-6052955;PARIS, 18 - POL. IND. CIUDAD DE PARLA, 00587;PARLA, ESPAÑA
AZ. Y PAV. GALLARDO, S.L.;;;924851315;CTRA. COMARCAL, C-420, 00127;CAMPANARIO, ESPAÑA
AZ. Y PAV. HERRERO, S.L.;;;916909525;CAMINO DE LA CASILLA, 10, 00531;FUENLABRADA, ESPAÑA
AZ. Y PAV. RODRIGUEZ, S.L.;;;006467635;TORRES QUEVEDO, 1, 00563;MOSTOLES (POLIGONO INDUSTRIAL REGORDOÑO, ESPAÑA
AZ. Y PAV. VICTOR, S.L.;;;006982071;ALFONSO XIII, 36, 00814;PARLA, ESPAÑA
AZ. Y PVTOS. ALCINA, S.L.;;;005089853;ALZINA, 15, 00777;MADRID, ESPAÑA
AZ. Y PVTOS. COLORGRES, S.L.;;;915054028;PASEO ALBERTO PALACIOS, 71, 00802;MADRID, ESPAÑA
AZ. Y PVTOS. J. B. GUADARRAMA, S.L.;;;918540155;CTRA. GUADARRAMA-ESCORIAL, KM. 11,500, 00833;GUADARRAMA, ESPAÑA
AZ. Y PVTOS. OREJON RUIZ, S.L.;;;008701549;AVDA. DEL EJERCITO, 54, 00925;ARGANDA DEL REY, ESPAÑA
AZ. Y SANEAM. VALDEPEÑAS, S.L;;;926330648;FRANCISCO MORALES, 28, 00316;VALDEPEÑA, ESPAÑA
AZULEJO Y CEMENTO, S.L.;;azulejoycemento@hotmail.com;000516078;POL. INDUSTRIAL LA CAÑADA, 7, 00224;MORALEJA, ESPAÑA
AZULEJOS A. ROSA E HIJO, S.L.;;;006096865;AVDA. DE LOS ROSALES, KM. 2,200, 02689;MADRID, ESPAÑA
AZULEJOS ANGELINA, S.L.;;azulejosangelina@hotmail.com;000426402;CARRERA DE LOS CABALLOS, S/N, 01284;LOS NAVALUCILLOS, ESPAÑA
AZULEJOS AURORA, S.L.;;;926586538;AVDA. JULIAN SAEZ, PARCELA 15-16, 00314;PEDRO MUÑOZ, ESPAÑA
AZULEJOS CABELLO E HIJOS, S.L.;;;000000000;ISLAS CIES, 51, 01769;MADRID, ESPAÑA
AZULEJOS FABIAN, S.L.;;;968441800;CTRA. GRANADA, S/N ** APD. CORREOS 321, 01134;LORCA, ESPAÑA
AZULEJOS FUENLABRADA, S.L.;;compra@grupocobo.es;000000000;ARGANDA, 4, 02156;FUENLABRADA, ESPAÑA
AZULEJOS GALA, S.L.;;;000000000;DOCTOR MARAÑON, 13, 02552;MAJADAHONDA, ESPAÑA
AZULEJOS HNOS. ROSA, S.L.;;;006848484;CTRA. SAN MARTIN DE LA VEGA, KM. 2,500, 00807;MADRID, ESPAÑA
AZULEJOS MARTIN, S.L.;;;000722258;SAN ROMAN KM. 4, 01432;TALAVERA DE LA REINA, ESPAÑA
AZULEJOS MONACHIL, S.L.U.;;;000301136;LEÑADORES, 51. POL. IND.  LAS CANTERAS, 01753;BARRIO MONACHIL, ESPAÑA
AZULEJOS MONCAYO, S.L.;;roland@azulejosmoncayo.com;000504186;ZARAGOZA-VALENCIA, KM. 8,7, 03021;CUARTE HUERVA, ESPAÑA
AZULEJOS PUENTE MADERA, S.L.U.;;;967-242769;VASCO NUÑEZ DE BALBOA, 2, 00030;ALBACETE, ESPAÑA
AZULEJOS ROMU, S.A.;;;927412540;BRAVO MURILLO, 20, 00273;PLASENCIA, ESPAÑA
AZULEJOS SAN MARTIN, S.L.;;;008610470;CTRA. DE AVILA, S/N, 00880;SAN MARTIN DE VALDEIGLESIAS, ESPAÑA
AZULEJOS UTRILLA, S.A.;;azulejosutrilla@azulejosutrilla.es;925-418119;CTRA.TOLEDO-PIEDRABUENA, KM. 35, 01337;VENTAS CON PEÑA AGUILERA, ESPAÑA
AZULEJOS Y MATERIALES ESCUDERO, C.B.;;;967396718;CAMINO BLANCO, S/N, 01886;VILLANUEVA DE LA FUENTE, ESPAÑA
AZULEJOS Y PAVIMENTOS DISCEMA, S.L.;;;000000000;TORREJON DE LA CALZADA-GRIÑON KM, 01052;TORREJON DE LA CALZA, ESPAÑA
AZULEJOS Y PAVIMENTOS GARCIA, S.L.;;;000000000;HACIENDA DE PAVONES, 01027;MADRID, ESPAÑA
AZULEJOS Y PVTOS. ALVAREZ DELGADO, S.L.;;;6491037//6070302;DE LA ENCINA, 12-14  POL. I. EL TEMPRANAR, 02529;FUENLABRADA, ESPAÑA
AZULEJOS Y REFORMAS HLS, S.L.;;;000000000;AVELINO FERNANDEZ DE LA POZA, 4, 02686;MADRID, ESPAÑA
AZULEJOS, DECORACION Y DISEÑO, S.L.;;;008133515;EUROPA, 30, 01890;CASARRUBUELOS, ESPAÑA
AZULGRES NOVA, S.L.;;info@azulgresnova.com;000436201;CTRA. DE CORDOBA, KM. 429, 02180;ATARFE, ESPAÑA
AZULORCA, S.L.;;;000477358;DIP.TORRECILLA P.I. LOS PEÑONES,S/, 01146;LORCA, ESPAÑA
AZVI, S.A.U.;;sdelafuente@azvi.es;005532800;ALMENDRALEJO, 5, 02949;SEVILLA, ESPAÑA
B.B.V.A., S.A.;;;000000000;DE SAN NICOLAS, 01488;BILBAO, ESPAÑA
B.G. 3 INVERSIONES, S.L.;;;917380658;CARDENAL HERRERA ORIA, 163 BAJO, 00719;MADRID, ESPAÑA
BACKSTEIN KONTOR;;;005463399;LEYENDECKERSTRABE, 4, 02188;KÖLN, ALEMANIA
BACKSTEIN KONTOR SCH;;s.aslan@bk-handel.com;000000000;LETTENSTRASSE 11D, 03095;RISCH-ROTKREUZ, SUIZA
BAITOR REPRESENTACIONES, S.L.;;baitor@baitor.com;2730037 MAICA;PLAZA MAYOR DE LA VILLA, 19, 01473;BENAGUASIL, ESPAÑA
BALDO 2003, S.L.;;sebastian@seisarquitrabes.com;008664278;ROQUE GARCIA BAEZA, 44, 01817;REDOVAN, ESPAÑA
BALDUQUE&PALACIOS GAB. DE ARQU. TECNICA, S.L.;;oficina@balduqueypalacios.es;007786253;PINTOR IGNACIO DE ZULOAGA, 6  - 6ºD, 02143;MADRID, ESPAÑA
BALKAR ASTUR HOME, S.L.;;;000000000;MARQUES DE LOZOYA, 23, 02935;MADRID, ESPAÑA
BALTIC LEI OÜ;;;000000000;PÄRNU MNT 126-21, 02638;TALLINN, ESTONIA
BANKS AND LLOYD, LTD;;;000000000;BROOK HOUSE, CHURCH STREET, 02631;UNITED KINGDOM, REINO UNIDO
BARADA, S.L.;;;913020540;O´DONNELL, 18  5º  I, 00534;MADRID, ESPAÑA
BARAHONA MORA, S.L.;;;926-240369;RAMON Y CAJAL, 6, 00319;MIGUELTURRA, ESPAÑA
BARAHONA OBRAS Y SERVICIOS, S.L.;;;000330699;RONDA DE TRENILLO, 15, 02169;MORAL DE CALATRAVA, ESPAÑA
BARCELO MORCILLO, S.L.;;barcelomorcillosl@gmail.com;000339752;MURCIA, 11, 01056;SAN FERNANDO DE HENARES, ESPAÑA
BARRAGAN CONSTRUCCIONES Y REFORMAS, S.L.;;;608957143 ELIAS;LACEDON, 15, 02447;VILLAVICIOSA DE ODON, ESPAÑA
BARREDA MAT. Y MAQ., S.L.;;;969224322;AVDA. CRUZ ROJA, 15, 00377;CUENCA, ESPAÑA
BARRO-GRES YESOS VALLADOLID, S.L.;;eclerigo@eclerigo.com;000260026;CAÑADA DE LA AGUILERA, 74, 02335;SANTOVENIA DE PISUERGA, ESPAÑA
BARROSO E HIJOS, S.L.;;;916209306;CTRA. DAGANZO, 2, 00721;COBEÑA, ESPAÑA
BARROSO NAVA Y CIA, S.A.;;3oficinatecnica@banasa.com;914577251;PASEO DE LA CASTELLANA, 144 - 1º, 00474;MADRID, ESPAÑA
BARSEGA, S.L.;;;008972017;DE PEGUERINOS, S/Nº, 01616;LAS NAVAS DEL MARQUES, ESPAÑA
BASTILLE AVOCATS, GUMUSCHIAN-ROGUET-BONZY;;;076032966;10 ALSACE LORRAINE, 02804;GRENOBLE, FRANCIA
BATECOM CARS, S.L.;;;000000000;TIRSO DE MOLINA, 1  1º  E, 02203;ARMILLA, ESPAÑA
BATEMAN INVERSIONES XXI, S.L.;;;000000000;CONDE DE PEÑALVER, 52, 02703;MADRID, ESPAÑA
BAUEN EMPRESA CONSTRUCTORA, S.A.;;jmcolorado@bauensa.com;000000000;MAESTRO ANGEL LLORCA, 6, BAJO A -EDIF., 02625;MADRID, ESPAÑA
BAUTISTA FONTANEZ CASTRO;;;927486014;DEL PRADO, 14, 00234;ZARZA DE GRANADILLA, ESPAÑA
BAUVERLAG BV GMBH;;;018090884;AVENWEDDER STR. 55, 02194;GUTERSLOH, ALEMANIA
BAUVIER, S.L. Y CTNES. ARAGONES MORALES, S.L.;;luismiguel.torija@aragonesmorales.es;000000000;DUQUE DE RIVAS, 45 BAJO, 03045;FERNAN NUÑEZ, ESPAÑA
BAYIT PROM. DE VIVIENDAS, S.L.;;;627522509;JOSE IGNACIO AVILA, 34  4º DCHA, 00812;MADRID, ESPAÑA
BAYPRE, S.L.;;;008610470;DE TOLEDO, 00960;SAN MARTIN DE VALDEIGLESIAS, ESPAÑA
BC BRICK SUPPLIES LTD.;;"logan@bcbrick.com;randy.miller@bcbrick.co";000000000;No 5 Rd, 02590;RICHMOND, CANADA
BECSA, S.A.U.;;castellon@becsa.es;000343300;CIUDAD DEL TRANSPORTE, C/GRECIA, 31, 02363;CASTELLON, ESPAÑA
BEDESCHI, S.p.A.;;Sales@bedeschi.it;007763100;VIA PRAIMBOLE, 38, 01497;LIMENA, ITALIA
BEGAR CTNES. Y CONTRATAS, S.A.;;;004009480;JUAN ESPLANDIU, 13 *  5ª PLANTA, 01549;MADRID, ESPAÑA
